Date,date,CDID,Value,series
2010-04-15,2010 MAR,WUMQ,.07,Health
2010-05-15,2010 MAR,WUMW,1.71,Transport
2010-06-15,2010 MAR,WUMX,.12,Communication
2010-07-15,2010 MAR,WUNC,.38,RecreationCulture
2010-08-15,2010 MAR,WUND,.11,Education
2010-09-15,2010 MAR,WUNE,.33,RestaurantsHotels
2010-10-15,2010 MAR,WUNG,.15,Misc
2010-11-15,2010 MAY,WUMA,.2,Food
2010-12-15,2010 MAY,WUMB,.2,AlcoholTobacco
2010-01-15,2010 MAY,WUMC,-.02,ClothingFootwear
2010-02-15,2010 MAY,WUMD,.08,HousingHouseService
2010-03-15,2010 MAY,WUMP,.19,FurnitureHousehold
2010-04-15,2010 MAY,WUMQ,.06,Health
2010-05-15,2010 MAY,WUMW,1.57,Transport
2010-06-15,2010 MAY,WUMX,.13,Communication
2010-07-15,2010 MAY,WUNC,.29,RecreationCulture
2010-08-15,2010 MAY,WUND,.11,Education
2010-09-15,2010 MAY,WUNE,.35,RestaurantsHotels
2010-10-15,2010 MAY,WUNG,.23,Misc
2010-11-15,2010 NOV,WUMA,.6,Food
2010-12-15,2010 NOV,WUMB,.26,AlcoholTobacco
2010-01-15,2010 NOV,WUMC,.15,ClothingFootwear
2010-02-15,2010 NOV,WUMD,.08,HousingHouseService
2010-03-15,2010 NOV,WUMP,.24,FurnitureHousehold
2010-04-15,2010 NOV,WUMQ,.07,Health
2010-05-15,2010 NOV,WUMW,.82,Transport
2010-06-15,2010 NOV,WUMX,.1,Communication
2010-07-15,2010 NOV,WUNC,.17,RecreationCulture
2010-08-15,2010 NOV,WUND,.1,Education
2010-09-15,2010 NOV,WUNE,.41,RestaurantsHotels
2010-10-15,2010 NOV,WUNG,.28,Misc
2010-11-15,2010 OCT,WUMA,.49,Food
2010-12-15,2010 OCT,WUMB,.25,AlcoholTobacco
2010-01-15,2010 OCT,WUMC,.06,ClothingFootwear
2010-02-15,2010 OCT,WUMD,.06,HousingHouseService
2010-03-15,2010 OCT,WUMP,.19,FurnitureHousehold
2010-04-15,2010 OCT,WUMQ,.06,Health
2010-05-15,2010 OCT,WUMW,.93,Transport
2010-06-15,2010 OCT,WUMX,.1,Communication
2010-07-15,2010 OCT,WUNC,.23,RecreationCulture
2010-08-15,2010 OCT,WUND,.1,Education
2010-09-15,2010 OCT,WUNE,.39,RestaurantsHotels
2010-10-15,2010 OCT,WUNG,.29,Misc
2010-11-15,2010 SEP,WUMA,.57,Food
2010-12-15,2010 SEP,WUMB,.21,AlcoholTobacco
2010-01-15,2010 SEP,WUMC,.08,ClothingFootwear
2010-02-15,2010 SEP,WUMD,.06,HousingHouseService
2010-03-15,2010 SEP,WUMP,.21,FurnitureHousehold
2010-04-15,2010 SEP,WUMQ,.06,Health
2010-05-15,2010 SEP,WUMW,.86,Transport
2010-06-15,2010 SEP,WUMX,.11,Communication
2010-07-15,2010 SEP,WUNC,.16,RecreationCulture
2010-08-15,2010 SEP,WUND,.13,Education
2010-09-15,2010 SEP,WUNE,.41,RestaurantsHotels
2010-10-15,2010 SEP,WUNG,.25,Misc
2011-11-15,2011 APR,WUMA,.47,Food
2011-12-15,2011 APR,WUMB,.38,AlcoholTobacco
2011-01-15,2011 APR,WUMC,.09,ClothingFootwear
2011-02-15,2011 APR,WUMD,.57,HousingHouseService
2011-03-15,2011 APR,WUMP,.33,FurnitureHousehold
2011-04-15,2011 APR,WUMQ,.09,Health
2011-05-15,2011 APR,WUMW,1.53,Transport
2011-06-15,2011 APR,WUMX,.07,Communication
2011-07-15,2011 APR,WUNC,.13,RecreationCulture
2011-08-15,2011 APR,WUND,.1,Education
2011-09-15,2011 APR,WUNE,.52,RestaurantsHotels
2011-10-15,2011 APR,WUNG,.2,Misc
2011-11-15,2011 AUG,WUMA,.6899999999999999,Food
2011-12-15,2011 AUG,WUMB,.41,AlcoholTobacco
2011-01-15,2011 AUG,WUMC,.23,ClothingFootwear
2011-02-15,2011 AUG,WUMD,.65,HousingHouseService
2011-03-15,2011 AUG,WUMP,.37,FurnitureHousehold
2011-04-15,2011 AUG,WUMQ,.08,Health
2011-05-15,2011 AUG,WUMW,1.19,Transport
2011-06-15,2011 AUG,WUMX,.09,Communication
2011-07-15,2011 AUG,WUNC,-.12,RecreationCulture
2011-08-15,2011 AUG,WUND,.1,Education
2011-09-15,2011 AUG,WUNE,.55,RestaurantsHotels
2011-10-15,2011 AUG,WUNG,.26,Misc
2011-11-15,2011 DEC,WUMA,.45,Food
2011-12-15,2011 DEC,WUMB,.37,AlcoholTobacco
2011-01-15,2011 DEC,WUMC,.14,ClothingFootwear
2011-02-15,2011 DEC,WUMD,1.01,HousingHouseService
2011-03-15,2011 DEC,WUMP,.3,FurnitureHousehold
2011-04-15,2011 DEC,WUMQ,.08,Health
2011-05-15,2011 DEC,WUMW,.91,Transport
2011-06-15,2011 DEC,WUMX,.17,Communication
2011-07-15,2011 DEC,WUNC,-.1,RecreationCulture
2011-08-15,2011 DEC,WUND,.09,Education
2011-09-15,2011 DEC,WUNE,.53,RestaurantsHotels
2011-10-15,2011 DEC,WUNG,.25,Misc
2011-11-15,2011 FEB,WUMA,.6899999999999999,Food
2011-12-15,2011 FEB,WUMB,.25,AlcoholTobacco
2011-01-15,2011 FEB,WUMC,.17,ClothingFootwear
2011-02-15,2011 FEB,WUMD,.4,HousingHouseService
2011-03-15,2011 FEB,WUMP,.27,FurnitureHousehold
2011-04-15,2011 FEB,WUMQ,.06,Health
2011-05-15,2011 FEB,WUMW,1.29,Transport
2011-06-15,2011 FEB,WUMX,.12,Communication
2011-07-15,2011 FEB,WUNC,.2,RecreationCulture
2011-08-15,2011 FEB,WUND,.1,Education
2011-09-15,2011 FEB,WUNE,.55,RestaurantsHotels
2011-10-15,2011 FEB,WUNG,.26,Misc
2011-11-15,2011 JAN,WUMA,.68,Food
2011-12-15,2011 JAN,WUMB,.28,AlcoholTobacco
2011-01-15,2011 JAN,WUMC,.05,ClothingFootwear
2011-02-15,2011 JAN,WUMD,.27,HousingHouseService
2011-03-15,2011 JAN,WUMP,.25,FurnitureHousehold
2011-04-15,2011 JAN,WUMQ,.07,Health
2011-05-15,2011 JAN,WUMW,1.25,Transport
2011-06-15,2011 JAN,WUMX,.09,Communication
2011-07-15,2011 JAN,WUNC,.15,RecreationCulture
2011-08-15,2011 JAN,WUND,.1,Education
2011-09-15,2011 JAN,WUNE,.5600000000000001,RestaurantsHotels
2011-10-15,2011 JAN,WUNG,.21,Misc
2011-11-15,2011 JUL,WUMA,.6899999999999999,Food
2011-12-15,2011 JUL,WUMB,.43,AlcoholTobacco
2011-01-15,2011 JUL,WUMC,.15,ClothingFootwear
2011-02-15,2011 JUL,WUMD,.59,HousingHouseService
2011-03-15,2011 JUL,WUMP,.31,FurnitureHousehold
2011-04-15,2011 JUL,WUMQ,.08,Health
2011-05-15,2011 JUL,WUMW,1.25,Transport
2011-06-15,2011 JUL,WUMX,.07,Communication
2011-07-15,2011 JUL,WUNC,-.04,RecreationCulture
2011-08-15,2011 JUL,WUND,.1,Education
2011-09-15,2011 JUL,WUNE,.54,RestaurantsHotels
2011-10-15,2011 JUL,WUNG,.26,Misc
2011-11-15,2011 JUN,WUMA,.76,Food
2011-12-15,2011 JUN,WUMB,.4,AlcoholTobacco
2011-01-15,2011 JUN,WUMC,.1,ClothingFootwear
2011-02-15,2011 JUN,WUMD,.54,HousingHouseService
2011-03-15,2011 JUN,WUMP,.26,FurnitureHousehold
2011-04-15,2011 JUN,WUMQ,.08,Health
2011-05-15,2011 JUN,WUMW,1.27,Transport
2011-06-15,2011 JUN,WUMX,.05,Communication
2011-07-15,2011 JUN,WUNC,-.08,RecreationCulture
2011-08-15,2011 JUN,WUND,.1,Education
2011-09-15,2011 JUN,WUNE,.54,RestaurantsHotels
2011-10-15,2011 JUN,WUNG,.18,Misc
2011-11-15,2011 MAR,WUMA,.49,Food
2011-12-15,2011 MAR,WUMB,.24,AlcoholTobacco
2011-01-15,2011 MAR,WUMC,.14,ClothingFootwear
2011-02-15,2011 MAR,WUMD,.44,HousingHouseService
2011-03-15,2011 MAR,WUMP,.28,FurnitureHousehold
2011-04-15,2011 MAR,WUMQ,.08,Health
2011-05-15,2011 MAR,WUMW,1.29,Transport
2011-06-15,2011 MAR,WUMX,.11,Communication
2011-07-15,2011 MAR,WUNC,.09,RecreationCulture
2011-08-15,2011 MAR,WUND,.1,Education
2011-09-15,2011 MAR,WUNE,.53,RestaurantsHotels
2011-10-15,2011 MAR,WUNG,.26,Misc
2011-11-15,2011 MAY,WUMA,.64,Food
2011-12-15,2011 MAY,WUMB,.41,AlcoholTobacco
2011-01-15,2011 MAY,WUMC,.1,ClothingFootwear
2011-02-15,2011 MAY,WUMD,.55,HousingHouseService
2011-03-15,2011 MAY,WUMP,.28,FurnitureHousehold
2011-04-15,2011 MAY,WUMQ,.09,Health
2011-05-15,2011 MAY,WUMW,1.29,Transport
2011-06-15,2011 MAY,WUMX,.1,Communication
2011-07-15,2011 MAY,WUNC,.13,RecreationCulture
2011-08-15,2011 MAY,WUND,.1,Education
2011-09-15,2011 MAY,WUNE,.54,RestaurantsHotels
2011-10-15,2011 MAY,WUNG,.24,Misc
2011-11-15,2011 NOV,WUMA,.46,Food
2011-12-15,2011 NOV,WUMB,.41,AlcoholTobacco
2011-01-15,2011 NOV,WUMC,.23,ClothingFootwear
2011-02-15,2011 NOV,WUMD,1.17,HousingHouseService
2011-03-15,2011 NOV,WUMP,.32,FurnitureHousehold
2011-04-15,2011 NOV,WUMQ,.08,Health
2011-05-15,2011 NOV,WUMW,1.14,Transport
2011-06-15,2011 NOV,WUMX,.13,Communication
2011-07-15,2011 NOV,WUNC,-.08,RecreationCulture
2011-08-15,2011 NOV,WUND,.09,Education
2011-09-15,2011 NOV,WUNE,.55,RestaurantsHotels
2011-10-15,2011 NOV,WUNG,.27,Misc
2011-11-15,2011 OCT,WUMA,.5600000000000001,Food
2011-12-15,2011 OCT,WUMB,.38,AlcoholTobacco
2011-01-15,2011 OCT,WUMC,.26,ClothingFootwear
2011-02-15,2011 OCT,WUMD,1.16,HousingHouseService
2011-03-15,2011 OCT,WUMP,.36,FurnitureHousehold
2011-04-15,2011 OCT,WUMQ,.07,Health
2011-05-15,2011 OCT,WUMW,1.23,Transport
2011-06-15,2011 OCT,WUMX,.13,Communication
2011-07-15,2011 OCT,WUNC,-.07,RecreationCulture
2011-08-15,2011 OCT,WUND,.09,Education
2011-09-15,2011 OCT,WUNE,.55,RestaurantsHotels
2011-10-15,2011 OCT,WUNG,.27,Misc
2011-11-15,2011 SEP,WUMA,.71,Food
2011-12-15,2011 SEP,WUMB,.42,AlcoholTobacco
2011-01-15,2011 SEP,WUMC,.17,ClothingFootwear
2011-02-15,2011 SEP,WUMD,1.1,HousingHouseService
2011-03-15,2011 SEP,WUMP,.34,FurnitureHousehold
2011-04-15,2011 SEP,WUMQ,.09,Health
2011-05-15,2011 SEP,WUMW,1.41,Transport
2011-06-15,2011 SEP,WUMX,.16,Communication
2011-07-15,2011 SEP,WUNC,-.09,RecreationCulture
2011-08-15,2011 SEP,WUND,.09,Education
2011-09-15,2011 SEP,WUNE,.57,RestaurantsHotels
2011-10-15,2011 SEP,WUNG,.23,Misc
2012-11-15,2012 APR,WUMA,.49,Food
2012-12-15,2012 APR,WUMB,.23,AlcoholTobacco
2012-01-15,2012 APR,WUMC,.15,ClothingFootwear
2012-02-15,2012 APR,WUMD,.8100000000000001,HousingHouseService
2012-03-15,2012 APR,WUMP,.23,FurnitureHousehold
2012-04-15,2012 APR,WUMQ,.08,Health
2012-05-15,2012 APR,WUMW,.28,Transport
2012-06-15,2012 APR,WUMX,.11,Communication
2012-07-15,2012 APR,WUNC,-.07,RecreationCulture
2012-08-15,2012 APR,WUND,.09,Education
2012-09-15,2012 APR,WUNE,.39,RestaurantsHotels
2012-10-15,2012 APR,WUNG,.26,Misc
2012-11-15,2012 AUG,WUMA,.26,Food
2012-12-15,2012 AUG,WUMB,.24,AlcoholTobacco
2012-01-15,2012 AUG,WUMC,-.05,ClothingFootwear
2012-02-15,2012 AUG,WUMD,.74,HousingHouseService
2012-03-15,2012 AUG,WUMP,.14,FurnitureHousehold
2012-04-15,2012 AUG,WUMQ,.06,Health
2012-05-15,2012 AUG,WUMW,.29,Transport
2012-06-15,2012 AUG,WUMX,.12,Communication
2012-07-15,2012 AUG,WUNC,.09,RecreationCulture
2012-08-15,2012 AUG,WUND,.09,Education
2012-09-15,2012 AUG,WUNE,.35,RestaurantsHotels
2012-10-15,2012 AUG,WUNG,.15,Misc
2012-11-15,2012 DEC,WUMA,.42,Food
2012-12-15,2012 DEC,WUMB,.25,AlcoholTobacco
2012-01-15,2012 DEC,WUMC,.07,ClothingFootwear
2012-02-15,2012 DEC,WUMD,.55,HousingHouseService
2012-03-15,2012 DEC,WUMP,.06,FurnitureHousehold
2012-04-15,2012 DEC,WUMQ,.07,Health
2012-05-15,2012 DEC,WUMW,.19,Transport
2012-06-15,2012 DEC,WUMX,.06,Communication
2012-07-15,2012 DEC,WUNC,.09,RecreationCulture
2012-08-15,2012 DEC,WUND,.37,Education
2012-09-15,2012 DEC,WUNE,.37,RestaurantsHotels
2012-10-15,2012 DEC,WUNG,.19,Misc
2012-11-15,2012 FEB,WUMA,.43,Food
2012-12-15,2012 FEB,WUMB,.34,AlcoholTobacco
2012-01-15,2012 FEB,WUMC,.14,ClothingFootwear
2012-02-15,2012 FEB,WUMD,.87,HousingHouseService
2012-03-15,2012 FEB,WUMP,.28,FurnitureHousehold
2012-04-15,2012 FEB,WUMQ,.09,Health
2012-05-15,2012 FEB,WUMW,.59,Transport
2012-06-15,2012 FEB,WUMX,.11,Communication
2012-07-15,2012 FEB,WUNC,-.13,RecreationCulture
2012-08-15,2012 FEB,WUND,.09,Education
2012-09-15,2012 FEB,WUNE,.35,RestaurantsHotels
2012-10-15,2012 FEB,WUNG,.28,Misc
2012-11-15,2012 JAN,WUMA,.42,Food
2012-12-15,2012 JAN,WUMB,.26,AlcoholTobacco
2012-01-15,2012 JAN,WUMC,.18,ClothingFootwear
2012-02-15,2012 JAN,WUMD,.96,HousingHouseService
2012-03-15,2012 JAN,WUMP,.27,FurnitureHousehold
2012-04-15,2012 JAN,WUMQ,.08,Health
2012-05-15,2012 JAN,WUMW,.63,Transport
2012-06-15,2012 JAN,WUMX,.13,Communication
2012-07-15,2012 JAN,WUNC,-.08,RecreationCulture
2012-08-15,2012 JAN,WUND,.09,Education
2012-09-15,2012 JAN,WUNE,.37,RestaurantsHotels
2012-10-15,2012 JAN,WUNG,.27,Misc
2012-11-15,2012 JUL,WUMA,.25,Food
2012-12-15,2012 JUL,WUMB,.21,AlcoholTobacco
2012-01-15,2012 JUL,WUMC,0,ClothingFootwear
2012-02-15,2012 JUL,WUMD,.79,HousingHouseService
2012-03-15,2012 JUL,WUMP,.22,FurnitureHousehold
2012-04-15,2012 JUL,WUMQ,.07,Health
2012-05-15,2012 JUL,WUMW,.22,Transport
2012-06-15,2012 JUL,WUMX,.12,Communication
2012-07-15,2012 JUL,WUNC,.06,RecreationCulture
2012-08-15,2012 JUL,WUND,.09,Education
2012-09-15,2012 JUL,WUNE,.37,RestaurantsHotels
2012-10-15,2012 JUL,WUNG,.16,Misc
2012-11-15,2012 JUN,WUMA,.26,Food
2012-12-15,2012 JUN,WUMB,.2,AlcoholTobacco
2012-01-15,2012 JUN,WUMC,-.05,ClothingFootwear
2012-02-15,2012 JUN,WUMD,.78,HousingHouseService
2012-03-15,2012 JUN,WUMP,.22,FurnitureHousehold
2012-04-15,2012 JUN,WUMQ,.09,Health
2012-05-15,2012 JUN,WUMW,.15,Transport
2012-06-15,2012 JUN,WUMX,.13,Communication
2012-07-15,2012 JUN,WUNC,.04,RecreationCulture
2012-08-15,2012 JUN,WUND,.09,Education
2012-09-15,2012 JUN,WUNE,.37,RestaurantsHotels
2012-10-15,2012 JUN,WUNG,.18,Misc
2012-11-15,2012 MAR,WUMA,.53,Food
2012-12-15,2012 MAR,WUMB,.33,AlcoholTobacco
2012-01-15,2012 MAR,WUMC,.22,ClothingFootwear
2012-02-15,2012 MAR,WUMD,.79,HousingHouseService
2012-03-15,2012 MAR,WUMP,.26,FurnitureHousehold
2012-04-15,2012 MAR,WUMQ,.07,Health
2012-05-15,2012 MAR,WUMW,.53,Transport
2012-06-15,2012 MAR,WUMX,.13,Communication
2012-07-15,2012 MAR,WUNC,-.09,RecreationCulture
2012-08-15,2012 MAR,WUND,.09,Education
2012-09-15,2012 MAR,WUNE,.35,RestaurantsHotels
2012-10-15,2012 MAR,WUNG,.26,Misc
2012-11-15,2012 MAY,WUMA,.38,Food
2012-12-15,2012 MAY,WUMB,.2,AlcoholTobacco
2012-01-15,2012 MAY,WUMC,.12,ClothingFootwear
2012-02-15,2012 MAY,WUMD,.8,HousingHouseService
2012-03-15,2012 MAY,WUMP,.24,FurnitureHousehold
2012-04-15,2012 MAY,WUMQ,.08,Health
2012-05-15,2012 MAY,WUMW,.27,Transport
2012-06-15,2012 MAY,WUMX,.11,Communication
2012-07-15,2012 MAY,WUNC,-.1,RecreationCulture
2012-08-15,2012 MAY,WUND,.09,Education
2012-09-15,2012 MAY,WUNE,.38,RestaurantsHotels
2012-10-15,2012 MAY,WUNG,.2,Misc
2012-11-15,2012 NOV,WUMA,.44,Food
2012-12-15,2012 NOV,WUMB,.24,AlcoholTobacco
2012-01-15,2012 NOV,WUMC,-.02,ClothingFootwear
2012-02-15,2012 NOV,WUMD,.29,HousingHouseService
2012-03-15,2012 NOV,WUMP,.04,FurnitureHousehold
2012-04-15,2012 NOV,WUMQ,.06,Health
2012-05-15,2012 NOV,WUMW,.41,Transport
2012-06-15,2012 NOV,WUMX,.1,Communication
2012-07-15,2012 NOV,WUNC,.14,RecreationCulture
2012-08-15,2012 NOV,WUND,.38,Education
2012-09-15,2012 NOV,WUNE,.38,RestaurantsHotels
2012-10-15,2012 NOV,WUNG,.22,Misc
2012-11-15,2012 OCT,WUMA,.39,Food
2012-12-15,2012 OCT,WUMB,.27,AlcoholTobacco
2012-01-15,2012 OCT,WUMC,.01,ClothingFootwear
2012-02-15,2012 OCT,WUMD,.24,HousingHouseService
2012-03-15,2012 OCT,WUMP,.11,FurnitureHousehold
2012-04-15,2012 OCT,WUMQ,.06,Health
2012-05-15,2012 OCT,WUMW,.49,Transport
2012-06-15,2012 OCT,WUMX,.1,Communication
2012-07-15,2012 OCT,WUNC,.11,RecreationCulture
2012-08-15,2012 OCT,WUND,.38,Education
2012-09-15,2012 OCT,WUNE,.33,RestaurantsHotels
2012-10-15,2012 OCT,WUNG,.18,Misc
2012-11-15,2012 SEP,WUMA,.23,Food
2012-12-15,2012 SEP,WUMB,.25,AlcoholTobacco
2012-01-15,2012 SEP,WUMC,-.01,ClothingFootwear
2012-02-15,2012 SEP,WUMD,.3,HousingHouseService
2012-03-15,2012 SEP,WUMP,.11,FurnitureHousehold
2012-04-15,2012 SEP,WUMQ,.06,Health
2012-05-15,2012 SEP,WUMW,.41,Transport
2012-06-15,2012 SEP,WUMX,.09,Communication
2012-07-15,2012 SEP,WUNC,.16,RecreationCulture
2012-08-15,2012 SEP,WUND,.06,Education
2012-09-15,2012 SEP,WUNE,.34,RestaurantsHotels
2012-10-15,2012 SEP,WUNG,.22,Misc
2013-11-15,2013 APR,WUMA,.5,Food
2013-12-15,2013 APR,WUMB,.25,AlcoholTobacco
2013-01-15,2013 APR,WUMC,-.03,ClothingFootwear
2013-02-15,2013 APR,WUMD,.59,HousingHouseService
2013-03-15,2013 APR,WUMP,.01,FurnitureHousehold
2013-04-15,2013 APR,WUMQ,.06,Health
2013-05-15,2013 APR,WUMW,-.03,Transport
2013-06-15,2013 APR,WUMX,.09,Communication
2013-07-15,2013 APR,WUNC,.2,RecreationCulture
2013-08-15,2013 APR,WUND,.37,Education
2013-09-15,2013 APR,WUNE,.29,RestaurantsHotels
2013-10-15,2013 APR,WUNG,.11,Misc
2013-11-15,2013 AUG,WUMA,.45,Food
2013-12-15,2013 AUG,WUMB,.27,AlcoholTobacco
2013-01-15,2013 AUG,WUMC,.11,ClothingFootwear
2013-02-15,2013 AUG,WUMD,.59,HousingHouseService
2013-03-15,2013 AUG,WUMP,.07,FurnitureHousehold
2013-04-15,2013 AUG,WUMQ,.07,Health
2013-05-15,2013 AUG,WUMW,.16,Transport
2013-06-15,2013 AUG,WUMX,.08,Communication
2013-07-15,2013 AUG,WUNC,.12,RecreationCulture
2013-08-15,2013 AUG,WUND,.37,Education
2013-09-15,2013 AUG,WUNE,.28,RestaurantsHotels
2013-10-15,2013 AUG,WUNG,.12,Misc
2013-11-15,2013 DEC,WUMA,.2,Food
2013-12-15,2013 DEC,WUMB,.25,AlcoholTobacco
2013-01-15,2013 DEC,WUMC,.14,ClothingFootwear
2013-02-15,2013 DEC,WUMD,.5,HousingHouseService
2013-03-15,2013 DEC,WUMP,.09,FurnitureHousehold
2013-04-15,2013 DEC,WUMQ,.06,Health
2013-05-15,2013 DEC,WUMW,.08,Transport
2013-06-15,2013 DEC,WUMX,.1,Communication
2013-07-15,2013 DEC,WUNC,.11,RecreationCulture
2013-08-15,2013 DEC,WUND,.22,Education
2013-09-15,2013 DEC,WUNE,.27,RestaurantsHotels
2013-10-15,2013 DEC,WUNG,.03,Misc
2013-11-15,2013 FEB,WUMA,.41,Food
2013-12-15,2013 FEB,WUMB,.31,AlcoholTobacco
2013-01-15,2013 FEB,WUMC,-.04,ClothingFootwear
2013-02-15,2013 FEB,WUMD,.62,HousingHouseService
2013-03-15,2013 FEB,WUMP,.05,FurnitureHousehold
2013-04-15,2013 FEB,WUMQ,.05,Health
2013-05-15,2013 FEB,WUMW,.3,Transport
2013-06-15,2013 FEB,WUMX,.12,Communication
2013-07-15,2013 FEB,WUNC,.17,RecreationCulture
2013-08-15,2013 FEB,WUND,.37,Education
2013-09-15,2013 FEB,WUNE,.36,RestaurantsHotels
2013-10-15,2013 FEB,WUNG,.08,Misc
2013-11-15,2013 JAN,WUMA,.47,Food
2013-12-15,2013 JAN,WUMB,.37,AlcoholTobacco
2013-01-15,2013 JAN,WUMC,.01,ClothingFootwear
2013-02-15,2013 JAN,WUMD,.51,HousingHouseService
2013-03-15,2013 JAN,WUMP,.05,FurnitureHousehold
2013-04-15,2013 JAN,WUMQ,.05,Health
2013-05-15,2013 JAN,WUMW,.21,Transport
2013-06-15,2013 JAN,WUMX,.1,Communication
2013-07-15,2013 JAN,WUNC,.07,RecreationCulture
2013-08-15,2013 JAN,WUND,.38,Education
2013-09-15,2013 JAN,WUNE,.37,RestaurantsHotels
2013-10-15,2013 JAN,WUNG,.13,Misc
2013-11-15,2013 JUL,WUMA,.43,Food
2013-12-15,2013 JUL,WUMB,.28,AlcoholTobacco
2013-01-15,2013 JUL,WUMC,.15,ClothingFootwear
2013-02-15,2013 JUL,WUMD,.61,HousingHouseService
2013-03-15,2013 JUL,WUMP,.01,FurnitureHousehold
2013-04-15,2013 JUL,WUMQ,.07,Health
2013-05-15,2013 JUL,WUMW,.23,Transport
2013-06-15,2013 JUL,WUMX,.09,Communication
2013-07-15,2013 JUL,WUNC,.09,RecreationCulture
2013-08-15,2013 JUL,WUND,.37,Education
2013-09-15,2013 JUL,WUNE,.3,RestaurantsHotels
2013-10-15,2013 JUL,WUNG,.14,Misc
2013-11-15,2013 JUN,WUMA,.42,Food
2013-12-15,2013 JUN,WUMB,.28,AlcoholTobacco
2013-01-15,2013 JUN,WUMC,.21,ClothingFootwear
2013-02-15,2013 JUN,WUMD,.62,HousingHouseService
2013-03-15,2013 JUN,WUMP,.01,FurnitureHousehold
2013-04-15,2013 JUN,WUMQ,.05,Health
2013-05-15,2013 JUN,WUMW,.26,Transport
2013-06-15,2013 JUN,WUMX,.09,Communication
2013-07-15,2013 JUN,WUNC,.18,RecreationCulture
2013-08-15,2013 JUN,WUND,.37,Education
2013-09-15,2013 JUN,WUNE,.3,RestaurantsHotels
2013-10-15,2013 JUN,WUNG,.14,Misc
2013-11-15,2013 MAR,WUMA,.42,Food
2013-12-15,2013 MAR,WUMB,.27,AlcoholTobacco
2013-01-15,2013 MAR,WUMC,-.01,ClothingFootwear
2013-02-15,2013 MAR,WUMD,.64,HousingHouseService
2013-03-15,2013 MAR,WUMP,.02,FurnitureHousehold
2013-04-15,2013 MAR,WUMQ,.06,Health
2013-05-15,2013 MAR,WUMW,.27,Transport
2013-06-15,2013 MAR,WUMX,.1,Communication
2013-07-15,2013 MAR,WUNC,.25,RecreationCulture
2013-08-15,2013 MAR,WUND,.37,Education
2013-09-15,2013 MAR,WUNE,.35,RestaurantsHotels
2013-10-15,2013 MAR,WUNG,.11,Misc
2013-11-15,2013 MAY,WUMA,.47,Food
2013-12-15,2013 MAY,WUMB,.28,AlcoholTobacco
2013-01-15,2013 MAY,WUMC,.06,ClothingFootwear
2013-02-15,2013 MAY,WUMD,.59,HousingHouseService
2013-03-15,2013 MAY,WUMP,.04,FurnitureHousehold
2013-04-15,2013 MAY,WUMQ,.06,Health
2013-05-15,2013 MAY,WUMW,.17,Transport
2013-06-15,2013 MAY,WUMX,.08,Communication
2013-07-15,2013 MAY,WUNC,.21,RecreationCulture
2013-08-15,2013 MAY,WUND,.37,Education
2013-09-15,2013 MAY,WUNE,.28,RestaurantsHotels
2013-10-15,2013 MAY,WUNG,.09,Misc
2013-11-15,2013 NOV,WUMA,.3,Food
2013-12-15,2013 NOV,WUMB,.26,AlcoholTobacco
2013-01-15,2013 NOV,WUMC,.11,ClothingFootwear
2013-02-15,2013 NOV,WUMD,.47,HousingHouseService
2013-03-15,2013 NOV,WUMP,.06,FurnitureHousehold
2013-04-15,2013 NOV,WUMQ,.06,Health
2013-05-15,2013 NOV,WUMW,.04,Transport
2013-06-15,2013 NOV,WUMX,.09,Communication
2013-07-15,2013 NOV,WUNC,.16,RecreationCulture
2013-08-15,2013 NOV,WUND,.22,Education
2013-09-15,2013 NOV,WUNE,.27,RestaurantsHotels
2013-10-15,2013 NOV,WUNG,.06,Misc
2013-11-15,2013 OCT,WUMA,.42,Food
2013-12-15,2013 OCT,WUMB,.24,AlcoholTobacco
2013-01-15,2013 OCT,WUMC,.1,ClothingFootwear
2013-02-15,2013 OCT,WUMD,.5600000000000001,HousingHouseService
2013-03-15,2013 OCT,WUMP,.06,FurnitureHousehold
2013-04-15,2013 OCT,WUMQ,.06,Health
2013-05-15,2013 OCT,WUMW,-.04,Transport
2013-06-15,2013 OCT,WUMX,.09,Communication
2013-07-15,2013 OCT,WUNC,.1,RecreationCulture
2013-08-15,2013 OCT,WUND,.22,Education
2013-09-15,2013 OCT,WUNE,.33,RestaurantsHotels
2013-10-15,2013 OCT,WUNG,.06,Misc
2013-11-15,2013 SEP,WUMA,.47,Food
2013-12-15,2013 SEP,WUMB,.24,AlcoholTobacco
2013-01-15,2013 SEP,WUMC,.1,ClothingFootwear
2013-02-15,2013 SEP,WUMD,.59,HousingHouseService
2013-03-15,2013 SEP,WUMP,.05,FurnitureHousehold
2013-04-15,2013 SEP,WUMQ,.07,Health
2013-05-15,2013 SEP,WUMW,.17,Transport
2013-06-15,2013 SEP,WUMX,.08,Communication
2013-07-15,2013 SEP,WUNC,.12,RecreationCulture
2013-08-15,2013 SEP,WUND,.4,Education
2013-09-15,2013 SEP,WUNE,.3,RestaurantsHotels
2013-10-15,2013 SEP,WUNG,.09,Misc
2014-11-15,2014 APR,WUMA,.06,Food
2014-12-15,2014 APR,WUMB,.16,AlcoholTobacco
2014-01-15,2014 APR,WUMC,.1,ClothingFootwear
2014-02-15,2014 APR,WUMD,.41,HousingHouseService
2014-03-15,2014 APR,WUMP,.09,FurnitureHousehold
